exclusion_reason,harmonization_rule,original_Anger,original_Fear,original_Joy,original_Love,original_Sadness,original_Surprise,original_anger,original_contempt,original_disgust,original_enjoyment,original_fear,original_sadness,original_surprise,source_dataset,source_row_id,source_split,text_snippet
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,16078,Train,গালে একটু স্পর্শও দেবো রাতের শেষে শিশির দেবো 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,7513,Train,কাবিলা সব দিকে ফিটিং দিতেছে সেই লেবেলে। ভাই অসাধারণ ভাই। পলাশ ভাই গো এহেড 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,27443,Train,তার ভালোবাসার মানুষ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,2354,Train,ভালোবাসা বেড়ে গেলো। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4783,Train,সবথেকে বড় অবদান তাবিব ভাই😘😘👍👍 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,15196,Train,তুলির আঁচড়ে আঁকি তোরে নিজের মত করে প্রানবন্ত উপমায় সাজাই কবিতাতে 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,23050,Train,আল্লাহু আকবর!! একটা মানুষকে সবচেয়ে বেশি ভালোবাসে তার পরিবার কিন্তু তাওহীদ আফ্রিদ
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,9418,Train,পেন্সিলে আঁকা ভালবাসা 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,10552,Train,তুমি খালী পায়ে যখন শিশিরের মাঝে হাঁটবে 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,17229,Train,আল্লাহ তায়ালা তোমাদের কে হেদায়েত দান করুক আমিন 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,760,Train,অনেক বেশী ধন্যবাদ 😊 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4014,Train,আফরিদি ভাইয়া ফরিদপুর এর ছেলের ইন্টারভিউ ফরিদপুর এ নিলে ভালো হত❤ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,9536,Train,ভালোবাসার ভাই ❤❤❤ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,1359,Train,তাই তাকে নামাচ্ছেনা) সবাই চায় মেসিই কিছু একটা করুক এবং আমি বিশ্বাস করি সেই কিছু 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,24514,Train,লাভ ইউ চমক হাসান আর আইমান সাদিক 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,13592,Train,তৌহিদ ভাইয়া আমি আপনার সাতে দেখা করতে চাই 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,2338,Train,ভাই হচ্ছেন ফজলে নূর তাপস 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,9315,Train,তোমার দীঘল কালো ছায়ায় স্পর্শ আমায় আকুল করে 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,17839,Train,পরি আপু ❤❤ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,26620,Train,কাবিলা তুমি বেষ্ট 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,19476,Train,সূর্যাস্তেও তুমি ও আমার বাংলাদেশ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,20252,Train,খুব সুন্দর 💚💚 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,25843,Train,আমার চ্যানেলে দাওয়াত দয়া করে একটু গুরে আসুন।❤ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,27374,Train,চমক ভাই😍....তুমি আসলেই একটা....!.. 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,5354,Train,ছোট হতে বোরকা পরা নামাজ পরা শিখালে ভাল হত। ধর্মের পথে এলেই শান্তি 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4686,Train,তাদের প্রতি একটাই অনুরোধ বিপদে প্রিয় মানুষটির পাশে থাকুন। তাকে বোঝার চেষ্টা করু
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,8943,Train,"তাবিব ভাই সত্যিই ভাল মানুষ, ফ্রেশ চিন্তার মানুষ, আমাদের সবার চিন্তা ভাবনা চেন্জ "
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,21245,Train,হাবিব ভাইকে কে কে ভালোবাসো লাইক দেও 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,14706,Train,চমক ভাইয়া আর আইমান ভাইয়া.....। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,22491,Train,নোয়াখালীর সন্তান ইমন অনেক ভালোবাসা ও শুভেচ্ছা রইলো। এগিয়ে জাও আপন গতিতে। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,21612,Train,হাটা দেখলেই বুঝা যায় কার মেয়ে 😍😍😍😍 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,2154,Train,চোখ বন্ধ করে প্রকৃতির মাঝে নিঃশ্বাস নিতে ইচ্ছে করে । দু-হাত বারিতে দিতে ইচ্ছে কর
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,17639,Train,ভালবাসা অবিরাম ভাইয়া 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4709,Train,স্বপ্ন গুলো তোমার হাতে তুলে দেবো 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,20452,Train,"ভাইয়া আপনার সাথে আমি একটু দেখা করতে চাই, আমি আপনার সব ভিডিও গুলো দেখি আর আপনাকে "
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,22162,Train,সরাতে পারি না । তুমি তোমার হাত রাখো আমার হাতে । সব কাজ তখন তুচ্ছ হয় 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,557,Train,নাটকটা সেই রকম হয়েছে 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,3912,Train,মধুসূদন দে দাদার প্রতিকৃতিতে ফুলেল শ্রদ্ধাঞ্জলি নিবেদন। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,23955,Train,ভালোবাসা র‌ইলো রানার জন্য 😍 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,586,Train,ভাই আপনার কণ্ঠতো আরো সুন্দর। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4194,Train,"আমার লাইফ এর সাথে অনেক টাই মিল্লা গেছে,,,, যদিও তারে লাভ করি "
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,22309,Train,পলাশ ভাইয়ের জন্য আসলাম 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,24866,Train,কেনো তোরে ভুলতে পারি না।♥️💜💙💚💛🧡❤️ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,1113,Train,আফ্রিদি ভাই আপনার চিন্তা ধারা খুবই ভালো। আমি আপনার সাথে দেখা করতে চাই। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,27224,Train,"প্রত্যেকটা গান আলাদা আলাদা করে পূর্ণাঙ্গরুপে পারভেজ ভাইয়ের কন্ঠে শুনতে চাই,মিউজি"
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,12118,Train,ভাইয়া নোয়াখালিতে করো 💜💜💜 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,20976,Train,"আশরাফুল ভাই কে দলে দেখতে চাই,,,, "
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,24264,Train,জয়ের নায়ক মোসাদ্দেক হোসাইন✌❤ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,5052,Train,ভাই একটা জিনিস যে কোন চরিত্রের ভিতরে ঢুকে যেতে পারে ভাই আই লাভ ইউ ভাই 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,27431,Train,তোমায় নিয়ে সুখের ঘর বাঁধিব... মেয় তোমার আমি বন্ধু হব 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,6473,Train,বহু জনে মতো নিয়ে যাবোএকা একটুও বুঝলে না প্রিয়া 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,4461,Train,আমি এখনও সেই পথে বসে আছি যে পথে তুমি চলে গেছো. আমি এই পথে বসে থাকবো যতদিন না তুম
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,3705,Train,জাহানারা আমার ক্রাশ। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,20526,Train,আমার দোয়া ও বিশ্বাস আছে যে বাংলাদেশ ও মিয়ানমারের সঙ্গে যুদ্ধ হলে বাংলাদেশ বিজয
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,10920,Train,মেহজাবীনের কন্ঠ অনেক সুন্দর। 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,7881,Train,সরওয়ার আলম স্যার কে আমার আন্তুরিক ভালোবাসা রইলো আল্লাহ তাহে দীর্ঘ জিবি করুক | 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,23172,Train,স্যালুট জানাই ভাই আপনার মত মানুষ হয় না এগিয়ে যান আমরা আছি আপনার পাশে অনেক বড় 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,1358,Train,ম্যারাডোনা একজনই আমি অথবা কেউ তাদের পর্যায়ে যেতে পারবেনা। বার্সার মুখোমুখি? হ্যা
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,10626,Train,যে তোমার চোখে জল আসার আগে মুছে দেওয়ার চেষ্টা করে। কারণ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,5534,Train,ভালোবাসার কোনো স্থান কাল পাত্র নেই।যে কোনো সময়ই যে কারো জন্যই ভালোবাসা আসতে পারে
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,27115,Train,নিজেকে রাজনীতির সঙ্গে জড়ানো ও মুক্তিযুদ্ধের স্বপক্ষে থাকতে পারা আমার জন্য বিশাল 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,27627,Train,আমরা চাই মুস্তাফিজ আগের মতো জ্বলে উঠোক 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,16033,Train,আবদুল ভাই আমি পেরে গেচি আমি আপনার অনেক ভকত ভাই আমি আপনার সাথে দেখা করতে চাই ভাই 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,14870,Train,শামীম ভাই এর কথোপকথন একদম পারফেক্ট। সাথে তাওসিফ ভাই ও একদম❤❤ 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,1790,Train,দোয়া করি তৌহিদ আফ্রিদি ভাইয়া প্রত্যেকটা অসহায় মানুষের পাশে দাঁড়াও 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,15246,Train,রাখিতে ভাষার সন্মান আজি তোমার স্মরণেনত 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,17445,Train,আর রেস্পেক্ট জানানোর কারন তারা আমাদের বাংলাদেশী 
LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,0,0,0,1,0,0,,,,,,,,EmoNoBa,2402,Train,ভাই চিটাগাং আসেন 
