group_id,group_type,internal_id,source_dataset,source_split,source_row_id,is_canonical,conflict_status,action,canonical_group_id,label_vector,note
e9861d3f2aac,C,6383,EmoNoBa,Train,19990,True,IDENTICAL,CANONICAL_KEPT,e9861d3f2aac,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=2, ds=EmoNoBa, split=Train, src_row_id=19990"
e9861d3f2aac,C,40074,MONOVAB,NONE,38389,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,e9861d3f2aac,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=e9861d3f2aac). Labels identical.
b490b99e9851,A,1317,EmoNoBa,Train,21437,True,IDENTICAL,CANONICAL_KEPT,b490b99e9851,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=2, ds=EmoNoBa, split=Train, src_row_id=21437"
b490b99e9851,A,4344,EmoNoBa,Train,25067,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,b490b99e9851,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=b490b99e9851). Labels identical.
81864f1d1367,C,20689,UBMEC,NONE,227,True,IDENTICAL,CANONICAL_KEPT,81864f1d1367,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=227"
81864f1d1367,C,39809,MONOVAB,NONE,38073,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,81864f1d1367,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=81864f1d1367). Labels identical.
568b9eda0b5a,A,15361,EmoNoBa,Train,1934,True,IDENTICAL,CANONICAL_KEPT,568b9eda0b5a,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=2, ds=EmoNoBa, split=Train, src_row_id=1934"
568b9eda0b5a,A,5859,EmoNoBa,Train,19814,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,568b9eda0b5a,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=568b9eda0b5a). Labels identical.
22123a885101,A,20653,UBMEC,NONE,191,True,IDENTICAL,CANONICAL_KEPT,22123a885101,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=191"
22123a885101,A,22161,UBMEC,NONE,1699,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,22123a885101,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=22123a885101). Labels identical.
d89b95c1fd07,A,28826,UBMEC,NONE,8364,True,IDENTICAL,CANONICAL_KEPT,d89b95c1fd07,"(0, 1, 0, 0, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=8364"
d89b95c1fd07,A,28834,UBMEC,NONE,8372,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,d89b95c1fd07,"(0, 1, 0, 0, 0, 0)",Collapsed into canonical (group_id=d89b95c1fd07). Labels identical.
d89b95c1fd07,A,28835,UBMEC,NONE,8373,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,d89b95c1fd07,"(0, 1, 0, 0, 0, 0)",Collapsed into canonical (group_id=d89b95c1fd07). Labels identical.
d89b95c1fd07,A,28836,UBMEC,NONE,8374,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,d89b95c1fd07,"(0, 1, 0, 0, 0, 0)",Collapsed into canonical (group_id=d89b95c1fd07). Labels identical.
d89b95c1fd07,A,28837,UBMEC,NONE,8375,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,d89b95c1fd07,"(0, 1, 0, 0, 0, 0)",Collapsed into canonical (group_id=d89b95c1fd07). Labels identical.
d89b95c1fd07,A,28838,UBMEC,NONE,8376,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,d89b95c1fd07,"(0, 1, 0, 0, 0, 0)",Collapsed into canonical (group_id=d89b95c1fd07). Labels identical.
eac76e2d0e13,A,28827,UBMEC,NONE,8365,True,IDENTICAL,CANONICAL_KEPT,eac76e2d0e13,"(0, 1, 0, 0, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=8365"
eac76e2d0e13,A,28828,UBMEC,NONE,8366,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,eac76e2d0e13,"(0, 1, 0, 0, 0, 0)",Collapsed into canonical (group_id=eac76e2d0e13). Labels identical.
005fcd560a8f,B,28722,UBMEC,NONE,8260,False,CONFLICTING,RETAINED_UNRESOLVED,,"(1, 0, 0, 0, 0, 0)",Conflicting label vector within this text group; requires user decision
005fcd560a8f,B,28761,UBMEC,NONE,8299,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 1, 0)",Conflicting label vector within this text group; requires user decision
005fcd560a8f,B,28825,UBMEC,NONE,8363,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 1, 0, 0, 0, 0)",Conflicting label vector within this text group; requires user decision
005fcd560a8f,B,29025,UBMEC,NONE,8563,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 1, 0)",Conflicting label vector within this text group; requires user decision
005fcd560a8f,B,29026,UBMEC,NONE,8564,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 1, 0)",Conflicting label vector within this text group; requires user decision
005fcd560a8f,B,29027,UBMEC,NONE,8565,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 1, 0)",Conflicting label vector within this text group; requires user decision
005fcd560a8f,B,29028,UBMEC,NONE,8566,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 1, 0)",Conflicting label vector within this text group; requires user decision
005fcd560a8f,B,29029,UBMEC,NONE,8567,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 1, 0)",Conflicting label vector within this text group; requires user decision
005fcd560a8f,B,29030,UBMEC,NONE,8568,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 1, 0)",Conflicting label vector within this text group; requires user decision
005fcd560a8f,B,29031,UBMEC,NONE,8569,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 1, 0)",Conflicting label vector within this text group; requires user decision
005fcd560a8f,B,29032,UBMEC,NONE,8570,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 1, 0)",Conflicting label vector within this text group; requires user decision
005fcd560a8f,B,29033,UBMEC,NONE,8571,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 1, 0)",Conflicting label vector within this text group; requires user decision
005fcd560a8f,B,29034,UBMEC,NONE,8572,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 1, 0)",Conflicting label vector within this text group; requires user decision
005fcd560a8f,B,29035,UBMEC,NONE,8573,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 1, 0)",Conflicting label vector within this text group; requires user decision
c862a6ab34de,A,21572,UBMEC,NONE,1110,True,IDENTICAL,CANONICAL_KEPT,c862a6ab34de,"(0, 0, 0, 0, 0, 1)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=1110"
c862a6ab34de,A,22205,UBMEC,NONE,1743,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,c862a6ab34de,"(0, 0, 0, 0, 0, 1)",Collapsed into canonical (group_id=c862a6ab34de). Labels identical.
e35ea4fa375a,A,30844,UBMEC,NONE,10382,True,IDENTICAL,CANONICAL_KEPT,e35ea4fa375a,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=10382"
e35ea4fa375a,A,31090,UBMEC,NONE,10628,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,e35ea4fa375a,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=e35ea4fa375a). Labels identical.
a939422f46ab,C,30818,UBMEC,NONE,10356,True,IDENTICAL,CANONICAL_KEPT,a939422f46ab,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=10356"
a939422f46ab,C,30856,UBMEC,NONE,10394,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,a939422f46ab,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=a939422f46ab). Labels identical.
a939422f46ab,C,30983,UBMEC,NONE,10521,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,a939422f46ab,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=a939422f46ab). Labels identical.
a939422f46ab,C,36599,MONOVAB,NONE,15503,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,a939422f46ab,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=a939422f46ab). Labels identical.
a939422f46ab,C,39534,MONOVAB,NONE,37785,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,a939422f46ab,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=a939422f46ab). Labels identical.
9989c55d3697,A,30520,UBMEC,NONE,10058,True,IDENTICAL,CANONICAL_KEPT,9989c55d3697,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=10058"
9989c55d3697,A,30618,UBMEC,NONE,10156,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,9989c55d3697,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=9989c55d3697). Labels identical.
9989c55d3697,A,30619,UBMEC,NONE,10157,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,9989c55d3697,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=9989c55d3697). Labels identical.
f3c8dd97e2fa,A,20739,UBMEC,NONE,277,True,IDENTICAL,CANONICAL_KEPT,f3c8dd97e2fa,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=277"
f3c8dd97e2fa,A,20899,UBMEC,NONE,437,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,f3c8dd97e2fa,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=f3c8dd97e2fa). Labels identical.
523358193c2a,D,30115,UBMEC,NONE,9653,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 1, 0, 0, 0, 0)",Conflicting label vector within this text group; requires user decision
523358193c2a,D,37854,MONOVAB,NONE,25775,False,CONFLICTING,RETAINED_UNRESOLVED,,"(1, 0, 0, 0, 0, 0)",Conflicting label vector within this text group; requires user decision
523358193c2a,D,41302,MONOVAB,NONE,51683,False,CONFLICTING,RETAINED_UNRESOLVED,,"(1, 0, 0, 0, 0, 0)",Conflicting label vector within this text group; requires user decision
c72022605bf3,C,33362,UBMEC,NONE,12900,True,IDENTICAL,CANONICAL_KEPT,c72022605bf3,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=12900"
c72022605bf3,C,34196,MONOVAB,NONE,834,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,c72022605bf3,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=c72022605bf3). Labels identical.
76353fbca55e,D,30863,UBMEC,NONE,10401,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 1, 0, 0)",Conflicting label vector within this text group; requires user decision
76353fbca55e,D,31967,UBMEC,NONE,11505,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 0, 1)",Conflicting label vector within this text group; requires user decision
76353fbca55e,D,31981,UBMEC,NONE,11519,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 0, 1)",Conflicting label vector within this text group; requires user decision
76353fbca55e,D,33086,UBMEC,NONE,12624,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 1, 0, 0)",Conflicting label vector within this text group; requires user decision
76353fbca55e,D,39931,MONOVAB,NONE,38207,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 1, 0, 0)",Conflicting label vector within this text group; requires user decision
2566100a7f91,A,31921,UBMEC,NONE,11459,True,IDENTICAL,CANONICAL_KEPT,2566100a7f91,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=11459"
2566100a7f91,A,31942,UBMEC,NONE,11480,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,2566100a7f91,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=2566100a7f91). Labels identical.
9aa804e8a059,A,22229,UBMEC,NONE,1767,True,IDENTICAL,CANONICAL_KEPT,9aa804e8a059,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=1767"
9aa804e8a059,A,22230,UBMEC,NONE,1768,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,9aa804e8a059,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=9aa804e8a059). Labels identical.
4a19659125a1,C,31003,UBMEC,NONE,10541,True,IDENTICAL,CANONICAL_KEPT,4a19659125a1,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=10541"
4a19659125a1,C,39614,MONOVAB,NONE,37867,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,4a19659125a1,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=4a19659125a1). Labels identical.
bbd6ce9d5620,D,31973,UBMEC,NONE,11511,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 0, 1)",Conflicting label vector within this text group; requires user decision
bbd6ce9d5620,D,39551,MONOVAB,NONE,37803,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 1, 0, 0)",Conflicting label vector within this text group; requires user decision
8c1453d62b0b,A,34979,MONOVAB,NONE,4567,True,IDENTICAL,CANONICAL_KEPT,8c1453d62b0b,"(1, 0, 0, 0, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=MONOVAB, split=NONE, src_row_id=4567"
8c1453d62b0b,A,35149,MONOVAB,NONE,6978,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,8c1453d62b0b,"(1, 0, 0, 0, 0, 0)",Collapsed into canonical (group_id=8c1453d62b0b). Labels identical.
e8980edd171a,A,21507,UBMEC,NONE,1045,True,IDENTICAL,CANONICAL_KEPT,e8980edd171a,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=1045"
e8980edd171a,A,22246,UBMEC,NONE,1784,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,e8980edd171a,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=e8980edd171a). Labels identical.
b9b822695fe4,A,20699,UBMEC,NONE,237,True,IDENTICAL,CANONICAL_KEPT,b9b822695fe4,"(0, 1, 0, 0, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=237"
b9b822695fe4,A,22251,UBMEC,NONE,1789,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,b9b822695fe4,"(0, 1, 0, 0, 0, 0)",Collapsed into canonical (group_id=b9b822695fe4). Labels identical.
2123a88c0b9b,A,27670,UBMEC,NONE,7208,True,IDENTICAL,CANONICAL_KEPT,2123a88c0b9b,"(1, 0, 0, 0, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=7208"
2123a88c0b9b,A,27777,UBMEC,NONE,7315,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,2123a88c0b9b,"(1, 0, 0, 0, 0, 0)",Collapsed into canonical (group_id=2123a88c0b9b). Labels identical.
b5a60694ebbc,B,31574,UBMEC,NONE,11112,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 1, 0, 0, 0)",Conflicting label vector within this text group; requires user decision
b5a60694ebbc,B,31624,UBMEC,NONE,11162,False,CONFLICTING,RETAINED_UNRESOLVED,,"(1, 0, 0, 0, 0, 0)",Conflicting label vector within this text group; requires user decision
b5a60694ebbc,B,31629,UBMEC,NONE,11167,False,CONFLICTING,RETAINED_UNRESOLVED,,"(1, 0, 0, 0, 0, 0)",Conflicting label vector within this text group; requires user decision
55bdcc600779,A,22332,UBMEC,NONE,1870,True,IDENTICAL,CANONICAL_KEPT,55bdcc600779,"(0, 0, 0, 0, 0, 1)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=1870"
55bdcc600779,A,22333,UBMEC,NONE,1871,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,55bdcc600779,"(0, 0, 0, 0, 0, 1)",Collapsed into canonical (group_id=55bdcc600779). Labels identical.
70b3ecd26798,A,21351,UBMEC,NONE,889,True,IDENTICAL,CANONICAL_KEPT,70b3ecd26798,"(0, 0, 0, 1, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=889"
70b3ecd26798,A,22362,UBMEC,NONE,1900,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,70b3ecd26798,"(0, 0, 0, 1, 0, 0)",Collapsed into canonical (group_id=70b3ecd26798). Labels identical.
15b8a7dc8e38,A,22365,UBMEC,NONE,1903,True,IDENTICAL,CANONICAL_KEPT,15b8a7dc8e38,"(1, 0, 0, 0, 0, 0)","Selected as canonical. Rule: meta_score=0, ds=UBMEC, split=NONE, src_row_id=1903"
15b8a7dc8e38,A,22366,UBMEC,NONE,1904,False,IDENTICAL,COLLAPSED_INTO_CANONICAL,15b8a7dc8e38,"(1, 0, 0, 0, 0, 0)",Collapsed into canonical (group_id=15b8a7dc8e38). Labels identical.
64eacb863fbc,B,22390,UBMEC,NONE,1928,False,CONFLICTING,RETAINED_UNRESOLVED,,"(0, 0, 0, 0, 0, 1)",Conflicting label vector within this text group; requires user decision
