duplicate_group_id,text_hash,original_text_snippet,group_type,source_dataset,source_split,source_row_id,anger,disgust,fear,joy,sadness,surprise,reason,resolution,approved_by,timestamp
005fcd560a8f,005fcd560a8f,অপরাধ কারী এবং অপরাধী কে প্রশ্রয় দানকারী দুজনেই সমান অপরাধী ? এদেকে কি বলে মোনা,B,UBMEC,NONE,8571,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
005fcd560a8f,005fcd560a8f,অপরাধ কারী এবং অপরাধী কে প্রশ্রয় দানকারী দুজনেই সমান অপরাধী ? এদেকে কি বলে মোনা,B,UBMEC,NONE,8572,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
005fcd560a8f,005fcd560a8f,অপরাধ কারী এবং অপরাধী কে প্রশ্রয় দানকারী দুজনেই সমান অপরাধী ? এদেকে কি বলে মোনা,B,UBMEC,NONE,8573,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
523358193c2a,523358193c2a,অমানুষ,D,UBMEC,NONE,9653,0,1,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
523358193c2a,523358193c2a,অমানুষ,D,MONOVAB,NONE,25775,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
523358193c2a,523358193c2a,অমানুষ,D,MONOVAB,NONE,51683,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
76353fbca55e,76353fbca55e,অসাধারণ,D,UBMEC,NONE,10401,0,0,0,1,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
76353fbca55e,76353fbca55e,অসাধারণ,D,UBMEC,NONE,11505,0,0,0,0,0,1,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
76353fbca55e,76353fbca55e,অসাধারণ,D,UBMEC,NONE,11519,0,0,0,0,0,1,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
76353fbca55e,76353fbca55e,অসাধারণ,D,UBMEC,NONE,12624,0,0,0,1,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
76353fbca55e,76353fbca55e,অসাধারণ,D,MONOVAB,NONE,38207,0,0,0,1,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
bbd6ce9d5620,bbd6ce9d5620,অসাধারন,D,UBMEC,NONE,11511,0,0,0,0,0,1,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
bbd6ce9d5620,bbd6ce9d5620,অসাধারন,D,MONOVAB,NONE,37803,0,0,0,1,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
b5a60694ebbc,b5a60694ebbc,"আজ আমার বোন,কাল আপনার বোন, পরে আপনার মেয়ে,তার আরেকজন এর পালা, এই ভাবে চলতে থাকলে",B,UBMEC,NONE,11112,0,0,1,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
b5a60694ebbc,b5a60694ebbc,"আজ আমার বোন,কাল আপনার বোন, পরে আপনার মেয়ে,তার আরেকজন এর পালা, এই ভাবে চলতে থাকলে",B,UBMEC,NONE,11162,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
b5a60694ebbc,b5a60694ebbc,"আজ আমার বোন,কাল আপনার বোন, পরে আপনার মেয়ে,তার আরেকজন এর পালা, এই ভাবে চলতে থাকলে",B,UBMEC,NONE,11167,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
64eacb863fbc,64eacb863fbc,আন্তর্জাতিক শ্রম সংস্থার  আইএলও  প্রতিষ্ঠার শতবর্ষ পালন উপলক্ষে গিনেস রেকর্ড ভাঙ,B,UBMEC,NONE,1928,0,0,0,0,0,1,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
64eacb863fbc,64eacb863fbc,আন্তর্জাতিক শ্রম সংস্থার  আইএলও  প্রতিষ্ঠার শতবর্ষ পালন উপলক্ষে গিনেস রেকর্ড ভাঙ,B,UBMEC,NONE,1929,0,0,0,1,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
f555b3ed94fc,f555b3ed94fc,আমরা কি স্ট্যাটাসের বাকি লাইনগুলো অস্বীকার করবো ? কোনটির আগে বিচার হওয়া উচিত ?? ,B,UBMEC,NONE,7333,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
f555b3ed94fc,f555b3ed94fc,আমরা কি স্ট্যাটাসের বাকি লাইনগুলো অস্বীকার করবো ? কোনটির আগে বিচার হওয়া উচিত ?? ,B,UBMEC,NONE,7456,0,0,0,0,0,1,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
f555b3ed94fc,f555b3ed94fc,আমরা কি স্ট্যাটাসের বাকি লাইনগুলো অস্বীকার করবো ? কোনটির আগে বিচার হওয়া উচিত ?? ,B,UBMEC,NONE,7473,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
05b6974d19f7,05b6974d19f7,আমরা জানি আপনাদের কাছে আমরা কোন সত্য বা বাস্তব ঘটনা কখনোই আশা করি না কারণ আমরা প,D,EmoNoBa,NONE,5485,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
05b6974d19f7,05b6974d19f7,আমরা জানি আপনাদের কাছে আমরা কোন সত্য বা বাস্তব ঘটনা কখনোই আশা করি না কারণ আমরা প,D,UBMEC,NONE,2038,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
248e4d14edf5,248e4d14edf5,আমরা যারা ছাএ আছি আমাদের ত NID CARD নাই তাহলে আমরা কি সিম ব্যবহার করতে পারব না,B,UBMEC,NONE,11593,0,0,0,0,0,1,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
248e4d14edf5,248e4d14edf5,আমরা যারা ছাএ আছি আমাদের ত NID CARD নাই তাহলে আমরা কি সিম ব্যবহার করতে পারব না,B,UBMEC,NONE,11628,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
248e4d14edf5,248e4d14edf5,আমরা যারা ছাএ আছি আমাদের ত NID CARD নাই তাহলে আমরা কি সিম ব্যবহার করতে পারব না,B,UBMEC,NONE,11648,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
4baa8570ac1b,4baa8570ac1b,"আমার অন্তরের অন্তথল থেকে ছাত্রদের জন্ন্য দোয়া রইলো, নিউ মাকেটের ডাকাত ব্যাবসায়ীদ",B,MONOVAB,NONE,4056,1,1,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
4baa8570ac1b,4baa8570ac1b,"আমার অন্তরের অন্তথল থেকে ছাত্রদের জন্ন্য দোয়া রইলো, নিউ মাকেটের ডাকাত ব্যাবসায়ীদ",B,MONOVAB,NONE,4457,0,1,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
7c2eb39a8f0f,7c2eb39a8f0f,"আমি একমাত্র সরকারি কোন কাজে আঙ্গুলের চাপ দিতে রাজি আছি, শিক্ষিত ব্যক্তি আঙ্গুলের",B,UBMEC,NONE,11606,0,0,0,0,0,1,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
7c2eb39a8f0f,7c2eb39a8f0f,"আমি একমাত্র সরকারি কোন কাজে আঙ্গুলের চাপ দিতে রাজি আছি, শিক্ষিত ব্যক্তি আঙ্গুলের",B,UBMEC,NONE,11651,0,0,1,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
694b814e8455,694b814e8455,আমি সবসময় নিজেক সুখী ভাবি  কারণ আমি কখনো কারো কাছে কিছু প্রত্যাশা করি না  কারো ,B,UBMEC,NONE,2451,0,0,0,1,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
694b814e8455,694b814e8455,আমি সবসময় নিজেক সুখী ভাবি  কারণ আমি কখনো কারো কাছে কিছু প্রত্যাশা করি না  কারো ,B,UBMEC,NONE,2452,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
c99ec41d5b1d,c99ec41d5b1d,আর মিষ্টিতে তো প্রতিদিনই পোকা ধরে ,B,EmoNoBa,Train,25708,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
c99ec41d5b1d,c99ec41d5b1d,আর মিষ্টিতে তো প্রতিদিনই পোকা ধরে ,B,EmoNoBa,Train,16313,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
cef59c29126f,cef59c29126f,"ইমরান এইচ এর সহযোগি থাবা মগাচিপ, অনন্য আজাদ (চুমা চুমির ইভেন্টের জনক) দের মুক্ত ",B,UBMEC,NONE,8263,0,1,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
cef59c29126f,cef59c29126f,"ইমরান এইচ এর সহযোগি থাবা মগাচিপ, অনন্য আজাদ (চুমা চুমির ইভেন্টের জনক) দের মুক্ত ",B,UBMEC,NONE,8378,0,1,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
cef59c29126f,cef59c29126f,"ইমরান এইচ এর সহযোগি থাবা মগাচিপ, অনন্য আজাদ (চুমা চুমির ইভেন্টের জনক) দের মুক্ত ",B,UBMEC,NONE,8393,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
cef59c29126f,cef59c29126f,"ইমরান এইচ এর সহযোগি থাবা মগাচিপ, অনন্য আজাদ (চুমা চুমির ইভেন্টের জনক) দের মুক্ত ",B,UBMEC,NONE,8395,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
cef59c29126f,cef59c29126f,"ইমরান এইচ এর সহযোগি থাবা মগাচিপ, অনন্য আজাদ (চুমা চুমির ইভেন্টের জনক) দের মুক্ত ",B,UBMEC,NONE,8408,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
3195f7754166,3195f7754166,"ইসলাম রক্ষায় শুধু ভারতীয় নয়, ইসরাইলের পন্য নয়, ইউরোপীয় পন্য নয় সবার আগে বর্জন কর",B,UBMEC,NONE,11037,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
3195f7754166,3195f7754166,"ইসলাম রক্ষায় শুধু ভারতীয় নয়, ইসরাইলের পন্য নয়, ইউরোপীয় পন্য নয় সবার আগে বর্জন কর",B,UBMEC,NONE,11056,0,0,0,0,0,1,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
3195f7754166,3195f7754166,"ইসলাম রক্ষায় শুধু ভারতীয় নয়, ইসরাইলের পন্য নয়, ইউরোপীয় পন্য নয় সবার আগে বর্জন কর",B,UBMEC,NONE,11127,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
3195f7754166,3195f7754166,"ইসলাম রক্ষায় শুধু ভারতীয় নয়, ইসরাইলের পন্য নয়, ইউরোপীয় পন্য নয় সবার আগে বর্জন কর",B,UBMEC,NONE,11193,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
0dda5043bb40,0dda5043bb40,উগ্র কম জ্ঞ্যানী শিক্ষক ও লজ্জার কারন।,B,MONOVAB,NONE,14937,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
0dda5043bb40,0dda5043bb40,উগ্র কম জ্ঞ্যানী শিক্ষক ও লজ্জার কারন।,B,MONOVAB,NONE,15334,0,1,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
0dda5043bb40,0dda5043bb40,উগ্র কম জ্ঞ্যানী শিক্ষক ও লজ্জার কারন।,B,MONOVAB,NONE,15341,0,1,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
f2390c1c2560,f2390c1c2560,উনি যেভাবে কথা বলতেছে মনে হয় উনি জনগনের বিপুল পরিমান ভোট পেয়ে ক্ষমতায় এসেছেন  নি,B,UBMEC,NONE,2695,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
f2390c1c2560,f2390c1c2560,উনি যেভাবে কথা বলতেছে মনে হয় উনি জনগনের বিপুল পরিমান ভোট পেয়ে ক্ষমতায় এসেছেন  নি,B,UBMEC,NONE,2696,0,1,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
18bdd66b5722,18bdd66b5722,এই অফিসে প্রয়োজনের তুলনায় কর্মী বেশি। কর্মী ছাঁটাই করা হোক। পরের সপ্তাহেই বেশ কয়,B,EmoNoBa,Train,1380,1,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
18bdd66b5722,18bdd66b5722,এই অফিসে প্রয়োজনের তুলনায় কর্মী বেশি। কর্মী ছাঁটাই করা হোক। পরের সপ্তাহেই বেশ কয়,B,EmoNoBa,Train,12051,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
275ea4484c37,275ea4484c37,"এই সেই লোক যে, রাজাকার শিরমণি গু আজমের পরিবার কে গায়ের জোরে ভি আই পি সুবিধা দিয়ে",B,UBMEC,NONE,12126,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
275ea4484c37,275ea4484c37,"এই সেই লোক যে, রাজাকার শিরমণি গু আজমের পরিবার কে গায়ের জোরে ভি আই পি সুবিধা দিয়ে",B,UBMEC,NONE,12133,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
275ea4484c37,275ea4484c37,"এই সেই লোক যে, রাজাকার শিরমণি গু আজমের পরিবার কে গায়ের জোরে ভি আই পি সুবিধা দিয়ে",B,UBMEC,NONE,12387,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
e63b8263ee6b,e63b8263ee6b,একটি সুখের সংসার ধ্বংস করার জন্য শয়তান যতগুলো অস্ত্র আবিস্কার করেছে তার মধ্যে মা,B,UBMEC,NONE,3016,0,1,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
e63b8263ee6b,e63b8263ee6b,একটি সুখের সংসার ধ্বংস করার জন্য শয়তান যতগুলো অস্ত্র আবিস্কার করেছে তার মধ্যে মা,B,UBMEC,NONE,3017,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
9f636c700950,9f636c700950,একমত!,D,UBMEC,NONE,9838,0,0,0,1,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
9f636c700950,9f636c700950,একমত!,D,MONOVAB,NONE,28359,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
13b090757e3b,13b090757e3b,একমত।,D,UBMEC,NONE,10006,0,0,0,1,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
13b090757e3b,13b090757e3b,একমত।,D,MONOVAB,NONE,27779,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
19dbb05752b0,19dbb05752b0,ঐ নিরাপত্তা প্রধানই সকল চুরির হোতা। ওনাকে যথাযথ আইনি প্রক্রিয়ায় এনে বিচার করা হো,B,UBMEC,NONE,12269,0,0,0,1,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
19dbb05752b0,19dbb05752b0,ঐ নিরাপত্তা প্রধানই সকল চুরির হোতা। ওনাকে যথাযথ আইনি প্রক্রিয়ায় এনে বিচার করা হো,B,UBMEC,NONE,12338,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
19dbb05752b0,19dbb05752b0,ঐ নিরাপত্তা প্রধানই সকল চুরির হোতা। ওনাকে যথাযথ আইনি প্রক্রিয়ায় এনে বিচার করা হো,B,UBMEC,NONE,12347,0,0,1,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
9de06f09b00f,9de06f09b00f,ওদের কিছু করতে পারবে না কারন তাদের কথায় থানা পুলিশ উঠে আর বসে  আর এমপি মন্ত্রি ত,B,UBMEC,NONE,3355,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
9de06f09b00f,9de06f09b00f,ওদের কিছু করতে পারবে না কারন তাদের কথায় থানা পুলিশ উঠে আর বসে  আর এমপি মন্ত্রি ত,B,UBMEC,NONE,3356,0,0,1,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
9de06f09b00f,9de06f09b00f,ওদের কিছু করতে পারবে না কারন তাদের কথায় থানা পুলিশ উঠে আর বসে  আর এমপি মন্ত্রি ত,B,UBMEC,NONE,3357,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
ce8ae90a3136,ce8ae90a3136,ওরা মানুষ না,B,UBMEC,NONE,9659,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
ce8ae90a3136,ce8ae90a3136,ওরা মানুষ না,B,UBMEC,NONE,9733,0,1,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
a0642ff28ce0,a0642ff28ce0,কক্সবাজারের কুতুবদিয়া উপজেলায় দুই স্কুলছাত্রকে অচেতন করে ধর্ষণের অভিযোগ উঠেছে  এ,B,UBMEC,NONE,3405,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
a0642ff28ce0,a0642ff28ce0,কক্সবাজারের কুতুবদিয়া উপজেলায় দুই স্কুলছাত্রকে অচেতন করে ধর্ষণের অভিযোগ উঠেছে  এ,B,UBMEC,NONE,3406,0,1,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
6a256693f16f,6a256693f16f,কঠোর ব্যবস্থা নেওয়া উচিত । শাস্তি দিতে হবে না হলে অপকর্ম বাড়বে,B,UBMEC,NONE,12229,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
6a256693f16f,6a256693f16f,কঠোর ব্যবস্থা নেওয়া উচিত । শাস্তি দিতে হবে না হলে অপকর্ম বাড়বে,B,UBMEC,NONE,12380,0,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
b9a021760f69,b9a021760f69,কিছু বলার নাই ,D,EmoNoBa,NONE,11121,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
b9a021760f69,b9a021760f69,কিছু বলার নাই ,D,MONOVAB,NONE,26011,1,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
b9d36299151b,b9d36299151b,কিছু ভিনগ্রহের আবাল ইউটিউব চালায়  এতো  সুন্দর একটা ভিডিও তে ডিসলাইক দেয় এইসব ডিস,B,UBMEC,NONE,3621,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
b9d36299151b,b9d36299151b,কিছু ভিনগ্রহের আবাল ইউটিউব চালায়  এতো  সুন্দর একটা ভিডিও তে ডিসলাইক দেয় এইসব ডিস,B,UBMEC,NONE,3622,0,1,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
2b83be9603b5,2b83be9603b5,কিন্তু তার স্থান পায়েই হয় ,B,EmoNoBa,Train,10017,1,0,0,0,1,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
2b83be9603b5,2b83be9603b5,কিন্তু তার স্থান পায়েই হয় ,B,EmoNoBa,Train,27915,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
878b8c92e620,878b8c92e620,কুকুরের বাচ্চা।,D,UBMEC,NONE,9676,1,0,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
878b8c92e620,878b8c92e620,কুকুরের বাচ্চা।,D,MONOVAB,NONE,25496,1,1,0,0,0,0,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
5377b43a2bb2,5377b43a2bb2,ক্যাম্পাসের সবচেয়ে সুন্দর ব্যাপারটা ফুটে উঠছে  রাতের বাসের মোহ  একদম জীবন্ত লাগত,B,UBMEC,NONE,3790,0,0,0,0,0,1,conflicting_duplicate — same text with different label vectors in this group,DROP,User decision 2026-09-19,2026-09-19 12:37:46
