group_id,group_type,n_rows,n_sources,sources,is_cross_source,is_cross_split,is_conflicting,n_label_vectors,action
70b3ecd26798,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
15b8a7dc8e38,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
64eacb863fbc,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
06bbbd683477,C,2,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
360142f047ad,C,2,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
d173aab3bafa,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
34424b350ec2,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
8d5afa1cf7f6,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
640994b8d332,C,2,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
4d8b8d0c82c3,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
f1fde11f0014,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
50519fa4cdee,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
cb37a0da6947,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
a72ea27dc877,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
b901bdc933bb,A,3,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
f555b3ed94fc,B,3,1,UBMEC,False,False,True,3,CONFLICT_RETAINED_UNRESOLVED
6f95da229f98,A,4,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
05b6974d19f7,D,2,2,EmoNoBa|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
248e4d14edf5,B,3,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
4baa8570ac1b,B,2,1,MONOVAB,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
f9471d94245e,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
381e9fda572d,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
cce6b62cfc3f,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
cb33522145d5,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
e72f8dc7bb92,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
7fc998eec22e,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
edb3643016af,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
92e7d28fafb8,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
5438e3d354e4,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
7c2eb39a8f0f,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
01d20299c267,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
4c59008daf58,E,2,1,EmoNoBa,False,True,False,1,CANONICAL_SELECTED
f51bcfc2048b,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
c0d3f39ac15c,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
0583858d4aec,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
694b814e8455,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
9c09ce3198b5,C,3,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
c99ec41d5b1d,B,2,1,EmoNoBa,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
4c6b46adb1d5,C,9,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
28935075a884,C,2,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
d4daf0a219a8,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
90ebe865c7d2,C,4,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
003af55a4caf,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
9c7324086bb4,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
5a737bdb2067,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
a1d4261c86c0,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
6331248fd4b4,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
02dceb1f8ce1,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
cef59c29126f,B,5,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
2edf25d87e2c,A,4,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
dda0b3fdb4a3,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
a842455ddd28,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
bab8a45fe1cd,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
3195f7754166,B,4,1,UBMEC,False,False,True,3,CONFLICT_RETAINED_UNRESOLVED
f636a253fbb3,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
2e1ab2767c60,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
0dda5043bb40,B,3,1,MONOVAB,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
f2390c1c2560,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
717ba5af11c7,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
a341c0878962,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
e580c6e5574b,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
18bdd66b5722,B,2,1,EmoNoBa,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
15a514725158,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
d7e74b092202,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
24dc8bf518db,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
ad362e785135,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
9ebd7bd6077c,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
0e6e142cc1b7,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
e9a312a7f1af,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
b5ce16303f9f,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
404cdc7ee22e,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
684a6ccdca60,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
275ea4484c37,B,3,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
61666488ced2,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
d930a44749f3,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
ffbd727db536,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
d69f51dce595,E,2,1,EmoNoBa,False,True,False,1,CANONICAL_SELECTED
e54e3f33a260,E+C,3,2,EmoNoBa|MONOVAB,True,True,False,1,CANONICAL_SELECTED
c70569be7056,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
e63b8263ee6b,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
9e92e8ac952c,E,2,1,EmoNoBa,False,True,False,1,CANONICAL_SELECTED
d2aca8ffcf7d,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
9da604ffd622,C,2,2,EmoNoBa|UBMEC,True,False,False,1,CANONICAL_SELECTED
4b2f8abd9474,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
67f1eda82a98,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
3592ff2bf26d,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
39e14fa3b046,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
9f636c700950,D,2,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
13b090757e3b,D,2,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
5c057d996574,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
0ae3e2116c54,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
6aa3844a6b48,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
c6111c4f26ae,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
9dd1b64a7a07,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
4985368cb5e7,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
c2d9e257bbe7,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
73374cdecec5,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
1a457eb51fba,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
32c191ca1401,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
743115e63f0e,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
958181fc327d,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
25c4a0fc6b88,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
a7086bb2716d,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
73bdd295d6ae,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
1279ff1378a7,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
19dbb05752b0,B,3,1,UBMEC,False,False,True,3,CONFLICT_RETAINED_UNRESOLVED
9de06f09b00f,B,3,1,UBMEC,False,False,True,3,CONFLICT_RETAINED_UNRESOLVED
9d141d06aad0,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
327f31e42a64,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
ce8ae90a3136,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
3d81fb364bc9,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
a0642ff28ce0,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
6a256693f16f,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
7d5c47bba2b6,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
f44ce3428a96,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
e52fa9c71c3b,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
3d95daf4606b,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
a5e224d04729,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
cc7415f62eea,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
10c40f32adb6,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
1e8b499428c8,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
bfa215c8136e,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
b9a021760f69,D,2,2,EmoNoBa|MONOVAB,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
b9d36299151b,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
6f5d59402b40,A,4,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
b1d0561ba444,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
2b83be9603b5,B,2,1,EmoNoBa,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
465ed1258ff3,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
32f8f9fc7942,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
243841b4d568,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
0635cb26f919,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
878b8c92e620,D,2,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
6f8b85085b63,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
01266d28dfac,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
5a8bbaebbc34,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
1a294c2aa4e2,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
90ad24f49e93,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
e888b1f29adf,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
6b6e8a96c354,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
bed38ddc1a2e,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
9bcba08b575d,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
55f6425edbe9,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
5377b43a2bb2,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
0e3fa7f0ff88,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
6da147f71812,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
004b36b4dc8d,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
61a5a2decdd5,C,4,2,EmoNoBa|MONOVAB,True,False,False,1,CANONICAL_SELECTED
c363467f01e6,C,2,2,EmoNoBa|UBMEC,True,False,False,1,CANONICAL_SELECTED
6a7c34fe9166,E,3,1,EmoNoBa,False,True,False,1,CANONICAL_SELECTED
adb47e8ede0c,A,3,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
3535a7d5c005,E+C,9,3,EmoNoBa|MONOVAB|UBMEC,True,True,False,1,CANONICAL_SELECTED
9807162234b2,E,2,1,EmoNoBa,False,True,False,1,CANONICAL_SELECTED
acb9a490dc0b,A,4,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
1f1efbc999dc,E,3,1,EmoNoBa,False,True,False,1,CANONICAL_SELECTED
f39f5706977d,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
4ca293fa222b,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
93a35731d930,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
6d8b9b5ad3e0,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
532506a4ab3d,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
4b5bc616d02f,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
3e1ce3c14f54,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
75d10afc848f,C,2,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
57c0f99cddfd,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
913fc4c6218b,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
f82da56fbb28,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
2359101ec902,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
53b8fee44df9,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
789e4e8d6d4f,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
319cb1cb61b0,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
da7864c41802,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
4a33bd79c41e,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
bcd85fa55bbb,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
c5ad1e69820e,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
7ac9a8f1dad7,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
1e9852f85916,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
3039cf017efc,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
7cf1b22c116c,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
49f5d2115931,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
6b8aae3ebc54,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
d199b7f1ec16,D,2,2,EmoNoBa|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
1726bf6cdf5c,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
5d69e8e93519,D,2,2,EmoNoBa|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
ef65e7d6ff82,D,2,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
7859573b823b,B,2,1,MONOVAB,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
809694098ebe,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
6c37c4a04238,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
730b2701c4a8,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
64acfb05dd5b,B,6,1,MONOVAB,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
1fe18eff11f1,A,4,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
46f7de055c7a,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
d7b8d8401f2d,D,2,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
3c1664b878fc,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
e8489f0382c2,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
71c88a0d9cb8,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
21c62e72b7ce,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
0a89382a9771,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
809809d67c48,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
ae4c955f6983,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
53b28a32c5ad,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
93a7c8ba5014,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
240386665884,C,2,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
c1fe3139c9ee,D,2,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
bba57ca82b3b,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
01a58ce403b0,C,4,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
b9d70441748a,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
3d01f0d345bb,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
681028ac7804,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
d8bb49927c54,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
8bc0005a94a7,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
b04614644965,A,3,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
e9bddd0906fd,E,2,1,EmoNoBa,False,True,False,1,CANONICAL_SELECTED
01119e91ce41,D,2,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
b21be664c42c,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
15f49fd5e7a7,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
2cb5a6809f3b,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
c0bb635e3295,E+B,2,1,EmoNoBa,False,True,True,2,CONFLICT_RETAINED_UNRESOLVED
69d9a282ef3d,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
59f2e078a304,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
8073227c96f9,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
b0d5a6fecc13,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
5a250c5c193b,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
9a6213bc1d03,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
93bd52f339dd,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
da340f88ad55,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
99a3548f3f36,B,2,1,MONOVAB,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
0859b4170bdd,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
f459558449f9,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
1b73e478355a,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
1dd9aee8bcc5,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
783b26b1ca88,C,5,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
7d0b239f100f,D,4,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
da4486151f92,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
b54ce8b337e2,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
6ff87f7fb7c1,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
608bcc18de83,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
9a3e61cd4927,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
6a84c7f07cfe,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
87fe11fb7347,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
0cb6a4cfbb40,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
c971fc0f72c6,B,4,1,UBMEC,False,False,True,3,CONFLICT_RETAINED_UNRESOLVED
fd9aa9019c33,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
c5859ac1ac50,C,31,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
995db2781416,C,2,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
0a9251f9b4e4,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
5ceb4b8eb67a,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
15b401536c6b,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
46304d0f119a,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
e6cc705fd436,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
4058175dfd45,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
6c8cd06a0f7e,A,5,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
a4f24bc69d98,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
b758d163812d,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
f4fa9b237593,A,4,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
887b5ef96041,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
5a98832f4582,C,4,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
2e1f349c18d2,A,3,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
5772aeca9c84,A,2,1,EmoNoBa,False,False,False,1,CANONICAL_SELECTED
d83340403b0c,C,4,2,MONOVAB|UBMEC,True,False,False,1,CANONICAL_SELECTED
0a847720462e,B,2,1,MONOVAB,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
fb5eecb6aded,B,2,1,UBMEC,False,False,True,2,CONFLICT_RETAINED_UNRESOLVED
1ae923b761be,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
86d9090f5608,A,6,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
1a51ba743e7c,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
ecdabfa0bad0,A,2,1,MONOVAB,False,False,False,1,CANONICAL_SELECTED
bef61b32e630,A,2,1,UBMEC,False,False,False,1,CANONICAL_SELECTED
8a1a947b486e,D,2,2,MONOVAB|UBMEC,True,False,True,2,CONFLICT_RETAINED_UNRESOLVED
